SSID,Year,OtherTopic,Data,Security,Application,Infra,FrontEnd,BackEnd,SaaS,Community,StartUp,Enterprise,Academic,AI/ML,Mobile,DevOps,Programming,Blockchain/Web3,Testing/QA,Design,Hardware/IoT/Maker,GIS/Mapping,CivicTech,FinTech/DeFi,EdTech,Telecom/5G,DevLifestyle,Multimedia/CreativeTech,MyData/PersonalData,Culture/Localization,Legal/Policy,SessionCount
JYETVA,2023,62,61,58,65,56,64,64,60,60,59,53,64,61,60,64,70,60,76,64,63,56,60,58,65,57,66,60,57,61,59,352
YAQ3GX,2023,67,62,63,70,65,60,64,67,65,63,66,61,79,70,63,63,66,65,67,72,64,68,62,71,63,67,70,64,63,67,352
U7VFQF,2023,71,68,64,64,68,54,54,62,73,62,68,70,64,61,67,59,60,59,62,67,68,71,61,77,68,69,67,60,73,65,352
LUALXW,2023,62,59,52,58,57,50,55,58,51,51,61,58,59,60,61,61,60,56,59,59,62,55,53,53,61,55,56,59,60,53,352
J7RHCH,2023,66,67,63,65,64,65,63,63,66,61,57,66,63,65,68,69,64,61,59,69,66,64,56,69,63,66,67,59,62,62,352
DEA9PW,2023,77,71,72,70,73,61,62,71,70,65,76,74,73,66,73,64,71,69,70,76,66,77,69,71,71,74,71,66,67,66,352
YMWBGJ,2023,59,61,61,68,66,60,66,66,66,64,63,65,61,65,68,61,66,71,66,70,63,64,65,70,63,67,62,60,59,66,352
QLZUQ8,2023,60,67,60,61,70,59,68,66,73,65,62,58,60,65,65,55,65,57,63,62,67,64,61,63,67,62,59,64,61,57,352
QF9FYU,2023,58,55,56,67,57,63,64,59,58,60,54,56,61,66,59,61,60,61,61,71,59,63,57,64,63,63,70,54,57,56,352
7NXV7C,2023,57,59,56,59,57,60,66,60,57,52,54,57,58,60,61,66,59,59,59,57,61,59,57,63,63,62,60,58,58,55,352
FX39FV,2023,57,61,59,55,52,54,56,53,59,55,54,55,62,54,64,58,61,57,55,61,56,61,59,55,53,59,52,61,53,55,352
LVGFDA,2023,64,61,60,57,65,59,56,63,62,60,64,60,61,54,62,55,62,58,59,62,55,57,57,57,66,61,64,62,56,66,352
BXZXAN,2023,61,54,54,62,60,53,62,61,65,59,58,53,56,59,68,63,59,59,62,59,52,57,55,53,57,57,55,54,53,59,352
U7D9AQ,2023,56,62,69,71,64,56,59,62,62,59,61,52,65,73,63,54,71,63,58,70,67,67,63,69,62,64,64,72,59,65,352
YLXCSK,2023,65,60,62,57,64,58,55,58,71,61,59,60,60,63,63,55,61,52,56,62,65,65,58,62,62,56,62,60,70,59,352
SYJME3,2023,65,65,66,58,66,62,63,60,67,55,56,61,61,63,62,64,65,54,58,65,68,65,60,66,64,57,61,61,72,60,352
NG9MZM,2023,60,59,63,53,63,61,57,57,67,55,59,59,55,56,58,53,62,52,57,60,61,62,61,58,59,52,55,57,63,61,352
MRBPG7,2023,66,59,55,61,67,53,62,61,66,55,59,61,56,59,66,55,61,59,62,65,65,61,58,63,64,61,59,61,60,63,352
YJ3NQU,2023,67,65,66,75,66,56,59,64,81,64,72,69,69,69,69,70,67,60,66,71,65,81,65,74,69,70,73,63,81,71,352
E9EXSJ,2023,69,64,62,61,63,60,63,66,68,57,61,64,70,65,62,70,64,60,65,66,67,65,57,66,61,62,64,59,76,64,352
HRJLTD,2023,66,59,67,62,62,59,59,62,70,66,59,62,59,59,68,55,67,57,64,64,62,64,61,60,61,62,63,65,67,68,352
XXEP79,2023,52,61,58,61,61,66,74,62,61,57,54,54,59,65,64,65,62,57,63,65,60,56,55,60,60,64,61,60,58,63,352
KYY7UQ,2023,70,68,62,67,65,63,63,59,69,59,56,65,59,65,60,65,69,63,60,67,70,68,61,68,65,61,63,61,65,61,352
C3CYHE,2023,57,69,56,69,67,66,70,66,59,60,57,58,61,64,64,69,65,67,67,63,63,61,62,65,66,65,67,61,57,62,352
MBPYNH,2023,68,60,70,60,68,60,57,64,70,65,65,61,62,62,59,50,69,53,56,65,64,74,64,66,66,59,67,64,66,62,352
X39N8N,2023,72,67,68,62,65,62,59,60,79,64,65,70,68,67,64,60,65,52,61,70,66,79,62,71,68,65,68,62,77,64,352
GUQJMY,2023,62,62,63,69,66,61,64,64,70,64,55,58,74,68,66,65,63,66,63,73,67,64,60,75,64,65,73,59,64,75,352
SYBSLM,2023,70,74,69,66,76,61,65,67,73,69,70,66,73,68,70,60,70,63,64,71,73,76,65,74,69,69,66,68,67,69,352
HXNQDM,2023,68,68,60,66,71,61,65,69,62,62,65,62,74,67,64,62,66,68,70,72,67,63,61,70,71,67,68,63,61,63,352
YKBVZ9,2023,63,60,65,62,65,57,58,62,73,65,57,57,62,59,62,54,65,56,57,62,64,70,58,64,59,61,64,61,64,60,352
8FPWKS,2023,58,57,72,56,57,55,58,55,59,56,56,57,62,56,61,55,64,59,54,60,60,61,65,59,58,61,53,58,59,64,352
8FRDHP,2023,63,61,61,62,58,52,53,57,69,64,58,60,56,58,63,60,56,52,56,55,66,61,57,62,60,56,57,56,65,61,352
GKHNRQ,2023,62,59,68,54,62,49,53,56,63,56,53,55,59,55,58,48,65,48,51,63,63,61,59,60,59,58,63,67,63,69,352
TXHYET,2023,67,68,66,66,70,61,64,68,83,74,70,65,66,65,71,62,64,60,63,72,68,71,66,73,68,72,65,59,69,74,352
GUHJYR,2023,61,64,58,66,64,53,65,59,60,58,56,60,65,60,65,64,64,65,61,69,67,61,56,63,62,66,64,60,59,61,352
K7TDAB,2023,61,58,56,57,56,53,54,53,69,57,54,61,54,56,59,59,55,55,56,60,54,58,57,57,59,58,59,55,61,56,352
UKKRLP,2023,60,59,55,55,54,51,51,54,50,52,58,52,53,51,55,58,56,54,53,49,52,53,57,52,56,51,53,55,52,51,352
XGTJKH,2023,55,58,56,55,58,57,59,60,62,58,54,58,52,55,60,48,58,54,55,55,57,58,59,57,58,54,55,58,53,59,352
7PGFJM,2023,62,63,62,63,62,58,60,58,67,61,59,57,66,64,67,60,65,59,64,66,65,66,61,64,62,64,66,63,68,60,352
GJ7QUJ,2023,56,58,57,55,58,57,58,60,62,58,54,58,53,55,60,49,58,55,56,55,56,58,59,57,59,55,55,58,53,59,352
KCMBBY,2023,63,62,63,65,63,58,59,60,79,59,58,59,64,66,66,59,61,53,60,68,65,69,55,65,60,65,67,68,67,68,352
HRZDUV,2023,65,60,62,55,67,53,57,61,73,58,62,63,58,56,63,50,61,52,58,62,55,64,58,56,64,60,58,61,59,58,352
ZHVR7V,2023,64,56,69,54,64,54,58,64,64,55,55,61,57,56,62,52,71,54,53,61,57,65,63,61,60,55,59,64,61,71,352
JSGKMQ,2023,59,61,61,62,73,55,68,69,60,57,63,59,64,60,66,60,66,64,65,73,60,59,60,59,71,64,67,60,56,62,352
3CGMNF,2023,68,61,57,66,65,60,62,62,64,56,62,64,63,64,71,66,62,60,64,71,61,63,63,63,67,67,76,53,65,65,352
DWWBQE,2023,59,59,54,57,59,66,68,62,59,55,58,59,57,60,59,62,59,58,60,64,59,57,55,58,55,57,58,59,57,56,352
EAL7CK,2023,54,71,57,69,69,64,73,70,56,57,61,56,53,70,62,59,66,65,64,61,68,59,60,59,69,56,56,68,54,58,352
ND3AZB,2023,65,56,56,63,62,66,68,58,61,63,53,55,57,63,64,67,67,63,62,65,61,63,59,63,61,63,63,51,62,56,352
QKUKKZ,2023,56,54,56,62,53,58,62,58,62,58,52,54,66,61,59,72,57,58,62,62,57,59,56,62,55,60,60,48,60,56,352
QCKR3X,2023,55,58,57,54,58,57,58,60,62,59,54,58,52,54,60,49,58,54,55,55,56,58,59,57,58,54,55,58,52,59,352
FUYMRX,2023,64,60,65,62,65,57,58,62,73,65,57,57,62,59,62,54,65,56,57,62,64,70,58,64,59,61,64,61,64,60,352
E3YGW8,2023,70,63,59,67,61,59,56,63,70,62,60,67,64,64,64,65,59,63,60,66,65,64,55,70,63,71,73,55,66,61,352
ZKFJVC,2023,71,70,67,74,72,59,63,70,74,68,71,68,70,70,75,62,70,71,72,73,68,73,67,71,68,77,72,65,66,71,352
ACJYYA,2023,56,52,59,49,59,52,50,56,54,52,61,56,54,51,57,45,57,48,52,54,50,55,58,53,55,53,56,56,56,55,352
PUMCVN,2023,68,63,64,61,68,55,58,64,66,58,70,66,64,64,59,49,68,53,63,66,65,78,69,65,68,63,67,70,67,64,352
TU7FUJ,2023,65,58,69,59,62,50,54,58,68,56,58,61,61,58,66,58,65,55,57,59,59,68,59,60,57,60,63,68,69,73,352
YNM8TC,2023,65,63,64,62,65,60,61,60,82,67,58,65,64,61,64,58,61,54,55,67,63,71,60,76,63,63,62,59,66,66,352
EUP3W9,2023,63,61,60,67,63,78,77,65,61,62,61,67,62,67,68,68,64,66,67,67,58,60,62,63,63,67,61,53,58,60,352
PXWCTN,2023,53,51,51,51,52,55,57,57,52,54,53,53,48,53,52,47,52,53,51,46,50,53,51,51,59,49,48,53,50,48,352
QNVLCD,2023,55,58,56,55,58,57,59,60,63,58,54,58,52,55,59,48,58,55,55,55,57,58,59,57,58,54,55,58,53,59,352
K9D99D,2023,56,57,56,55,59,57,59,60,63,58,54,58,52,55,59,47,58,55,55,55,57,58,59,57,57,54,56,58,53,59,352
WWK9DU,2023,57,56,55,66,57,51,58,59,59,52,62,57,58,67,60,62,54,63,63,62,61,57,54,55,57,59,54,52,58,56,352
TBGRFD,2023,61,59,58,54,59,51,56,54,54,51,51,59,60,59,56,64,59,51,52,60,59,55,53,59,58,53,58,56,69,52,352
LFHFK8,2023,59,56,64,53,58,52,55,52,57,47,50,55,57,55,59,65,59,58,54,57,60,58,52,60,54,54,57,59,69,59,352
LSUHCF,2023,69,60,58,68,61,58,60,67,82,70,71,64,58,65,63,58,60,59,66,65,63,68,60,67,63,69,65,56,70,62,352
FT8X3S,2023,61,69,62,57,63,56,63,64,53,53,63,58,59,55,64,55,60,65,60,54,57,57,58,55,61,63,56,63,53,57,352
UZKQDV,2023,63,56,59,57,57,55,56,52,68,63,54,57,60,55,60,55,58,51,53,59,55,62,57,63,61,57,59,53,62,55,352
L8XSYB,2023,66,62,62,60,63,58,61,62,79,63,63,64,61,63,65,58,60,51,58,63,60,67,58,65,63,62,61,62,72,66,352
CNJUVM,2023,62,58,56,64,61,56,61,60,71,64,64,62,60,60,67,63,60,70,64,64,53,60,59,62,65,71,61,54,60,63,352
LLXQQN,2023,73,69,64,68,66,57,61,65,69,64,66,64,70,64,62,58,65,65,65,69,66,71,61,68,60,66,67,66,59,63,352
HDB7UP,2023,56,58,57,56,59,58,59,60,62,58,54,58,52,55,60,49,59,55,56,56,57,58,60,58,59,55,56,58,53,59,352
FBARFX,2023,70,64,68,59,72,56,63,65,76,61,67,61,64,63,64,50,69,53,60,67,65,80,69,66,72,58,66,67,61,70,352
CHRQGG,2023,61,69,62,69,70,63,65,66,63,58,59,62,64,67,65,63,72,67,63,78,70,65,60,66,64,65,67,63,60,59,352
CC3LAH,2023,71,62,69,68,65,54,63,67,71,61,61,63,64,61,68,65,67,63,65,65,62,66,63,66,63,65,64,61,61,85,352
TALENU,2023,65,63,57,66,62,54,61,59,61,59,61,59,61,67,64,61,62,65,59,61,66,62,56,62,60,64,57,60,58,56,352
GAVHLF,2023,56,72,62,66,65,64,67,66,61,54,65,58,56,59,65,65,63,67,66,61,66,61,62,62,60,60,58,65,57,60,352
PBN3L7,2023,54,62,52,59,58,55,62,59,57,55,62,56,53,56,60,62,54,59,59,53,57,49,52,54,54,57,51,57,53,53,352
NHRACC,2023,63,74,67,63,73,55,62,63,72,61,63,59,61,66,64,55,64,58,59,66,84,70,63,67,70,60,58,68,65,64,352
SGDX3Z,2023,66,61,54,65,63,64,64,66,68,64,61,63,60,63,67,54,61,61,63,68,63,63,58,67,62,63,68,58,61,57,352
PBEU7M,2023,67,68,67,64,70,53,57,63,63,61,66,65,77,65,62,54,69,58,61,74,71,72,69,65,68,67,70,66,65,64,352
3MBNCY,2023,57,79,67,58,68,53,57,67,59,55,67,61,65,54,64,56,66,60,59,61,64,62,74,60,64,59,62,71,52,62,352
WMYFZE,2023,60,67,57,62,64,54,60,62,60,58,60,63,62,61,62,58,55,66,64,57,72,59,52,62,56,62,55,60,52,60,352
QSVBSK,2023,70,63,59,71,59,61,65,65,72,63,68,70,61,63,68,65,62,66,67,70,63,65,61,67,61,68,62,56,64,67,352
9TKAJT,2023,58,66,59,60,62,56,55,58,62,57,57,58,66,58,60,53,58,58,57,59,62,58,52,58,54,61,62,61,54,59,352
UDVLDE,2023,58,51,52,53,54,52,55,55,60,53,54,55,51,53,57,48,57,49,54,52,52,56,54,49,55,49,53,55,58,51,352
MNW8TG,2023,61,61,63,69,62,54,64,65,65,59,61,58,61,62,68,62,63,60,66,68,62,61,57,65,66,62,61,59,60,62,352
SQCCYZ,2023,64,63,64,63,78,63,65,76,64,58,66,57,62,62,68,58,70,60,63,68,65,66,61,63,65,61,69,61,58,68,352
TWEA3T,2023,60,71,61,56,64,58,66,61,60,63,61,64,62,60,70,58,61,62,63,67,64,57,59,63,65,65,58,65,59,63,352
FM3S7U,2023,59,51,53,53,54,53,57,56,59,52,54,55,52,54,57,48,57,50,54,51,52,56,55,49,55,48,53,55,58,51,352
DAL9KC,2023,66,69,66,64,67,64,66,63,82,67,69,71,64,65,71,62,64,60,67,74,67,70,68,70,69,69,63,60,68,72,352
7VMFMQ,2023,69,67,66,73,65,64,66,68,67,65,67,64,64,66,71,70,68,71,70,69,67,71,64,67,68,69,65,59,61,60,352
BPTJJ8,2023,60,59,60,62,76,54,63,71,64,59,56,61,60,61,61,52,65,56,56,64,62,63,63,72,63,59,61,58,56,62,352
GCT8EF,2023,61,60,57,64,59,55,55,61,61,57,58,60,59,63,68,68,60,60,62,61,59,59,55,59,59,61,60,56,68,57,352
RNKY8Q,2023,63,57,58,59,61,57,57,56,73,61,55,59,55,56,63,52,60,56,59,58,58,67,56,55,55,60,59,58,59,56,352
HSKKSZ,2023,60,60,60,69,63,61,60,63,74,71,65,59,60,63,68,60,59,63,67,66,64,59,57,65,64,66,61,59,65,65,352
JXS9SZ,2023,58,60,58,66,63,56,62,63,60,59,61,59,74,64,61,62,60,61,63,72,58,62,60,63,61,67,72,58,59,61,352
DDEQVS,2023,65,64,59,69,56,71,61,62,69,67,61,61,67,64,62,64,58,63,74,68,68,59,56,65,60,73,68,60,63,65,352
AGUAMD,2023,67,62,64,67,68,60,63,64,80,63,60,60,62,60,68,65,63,59,61,72,63,67,60,71,64,65,64,55,62,73,352
NZTMCX,2023,64,60,58,66,65,64,69,67,63,59,62,63,61,66,70,65,66,65,73,69,65,62,64,61,67,65,65,60,63,64,352
9VFVHQ,2023,60,58,56,61,58,52,60,61,59,60,57,63,57,55,73,62,64,64,61,63,56,59,57,60,57,62,59,56,57,58,352
WDCGBQ,2023,61,58,61,67,58,64,62,63,58,61,60,61,63,65,67,61,62,58,67,65,60,61,59,58,62,66,64,59,55,57,352
CFGUDC,2023,69,65,64,66,65,62,65,63,81,65,63,69,69,65,70,69,63,60,63,72,64,70,62,82,67,68,67,55,73,73,352
9RW7HA,2023,56,56,73,61,64,60,59,62,59,58,54,55,57,57,58,53,68,59,60,59,56,59,62,60,60,58,60,70,52,66,352
NW7RXR,2023,65,57,61,61,62,55,57,55,68,64,60,63,55,61,63,53,61,50,56,61,64,61,60,65,69,62,63,55,66,58,352
RLMJHE,2023,62,59,57,60,60,58,56,57,77,65,58,61,60,59,62,53,55,51,54,61,58,68,57,72,59,64,59,55,67,64,352
L7FY8F,2023,65,64,62,73,64,66,62,67,84,74,67,66,65,67,66,63,62,62,74,69,65,71,59,72,64,69,68,61,69,68,352
BCW9EX,2023,66,63,67,64,68,54,60,66,65,65,65,61,65,60,79,61,69,63,64,71,60,63,63,60,65,68,63,64,56,61,352
NCHMCB,2023,68,61,58,69,63,62,64,65,63,66,61,59,66,65,64,65,67,68,63,67,61,64,57,68,62,68,65,58,61,57,352
W8NLAC,2023,57,60,55,68,56,59,58,62,72,60,65,56,59,63,61,65,56,64,69,63,61,59,56,59,59,67,61,59,62,60,352
QMR7Q7,2023,64,53,51,55,55,56,51,49,58,55,57,62,53,55,59,59,55,59,56,61,58,56,58,59,57,55,57,48,59,50,352
EVYR3G,2023,67,64,55,60,59,57,60,62,56,56,58,62,62,59,59,67,62,63,63,65,68,57,59,62,61,58,58,60,64,60,352
CNLZWZ,2023,59,61,59,53,75,53,64,67,60,59,60,55,57,56,64,56,65,62,57,65,59,54,60,55,68,58,59,56,52,57,352
YZDLJ8,2023,64,63,58,71,62,60,66,70,71,64,68,64,63,66,64,72,56,63,76,63,65,63,53,64,60,70,63,55,64,64,352
KW3ELG,2023,63,63,63,68,76,63,67,74,70,63,60,63,60,65,65,58,69,59,63,70,67,66,58,66,65,65,69,60,60,67,352
MLFUV3,2023,66,66,66,64,65,54,60,55,67,57,55,60,60,62,59,59,63,58,57,69,72,72,60,68,66,63,61,61,60,58,352
SGLPKC,2023,63,61,55,65,59,65,59,62,75,65,64,64,60,66,65,60,57,55,75,69,65,60,58,63,61,65,66,56,72,63,352
Z3GYBW,2023,55,61,50,63,60,59,66,63,57,59,56,58,58,59,63,62,58,65,62,63,59,58,56,63,54,63,60,61,53,57,352
EFYC8R,2023,63,63,62,71,76,60,72,73,64,64,63,60,61,66,74,63,71,69,69,73,67,65,62,63,64,67,67,62,57,62,352
E79MB3,2023,60,57,59,54,54,49,46,49,59,58,58,54,60,54,61,52,57,53,55,56,56,59,60,55,61,57,58,55,60,53,352
AHXQMN,2023,59,64,62,68,64,56,65,67,61,55,62,59,57,63,63,62,71,64,60,65,61,65,71,62,67,60,60,59,58,57,352
SBSR93,2023,65,59,61,61,62,60,59,60,72,60,58,60,58,60,64,54,58,54,57,62,61,70,59,61,59,61,60,58,58,58,352
8KLBUN,2023,63,70,66,56,66,65,61,61,67,56,56,65,63,54,61,62,64,57,59,63,64,64,57,69,57,62,58,60,61,66,352
QNMDNM,2023,66,62,64,61,64,58,62,59,69,62,66,64,68,61,66,58,64,56,65,68,60,65,61,63,64,75,62,59,64,67,352
JMFFMN,2023,62,72,67,60,70,50,57,59,69,57,60,61,60,60,65,55,64,58,56,65,74,70,63,66,67,58,61,68,65,67,352
DSRWLL,2023,62,63,68,66,66,58,65,65,52,54,63,63,68,61,69,62,70,69,67,70,59,62,65,61,63,65,64,65,56,59,352
3S8BVT,2023,60,62,69,60,64,55,59,62,75,60,61,60,65,64,60,50,67,50,58,64,61,72,62,66,63,58,64,70,69,74,352
9BMN3R,2023,59,57,60,66,64,54,62,62,57,49,62,58,63,59,68,63,62,61,62,67,56,59,60,58,59,63,60,54,54,60,352
8FL7D7,2023,59,57,72,55,61,55,63,58,57,57,58,57,61,55,63,60,67,61,59,62,57,59,64,60,61,60,57,63,57,63,352
XJPTU3,2023,55,69,56,56,62,61,62,63,54,52,61,56,52,53,58,55,60,58,61,56,62,54,60,55,60,54,56,70,51,58,352
GHLTBH,2023,57,60,59,69,59,58,61,64,58,55,63,54,63,70,60,59,62,60,66,66,63,60,54,60,61,60,62,60,55,53,352
RL8PFP,2023,58,55,54,63,54,63,61,60,60,64,58,54,69,66,53,60,58,56,61,62,59,59,56,61,55,63,65,55,61,57,352
GNXGDH,2023,54,60,67,53,68,55,62,60,53,50,54,54,53,56,63,45,69,59,52,61,59,59,56,52,60,56,50,70,46,59,352
X7TDPK,2023,64,62,58,71,64,62,65,65,66,65,60,62,62,65,71,68,64,75,69,67,64,58,58,63,63,73,62,56,59,62,352
Y7Y8UU,2023,63,60,56,68,61,63,67,63,70,62,62,65,66,71,70,67,60,66,72,73,58,63,62,72,68,66,66,58,65,66,352
DDZYDA,2023,63,62,59,60,63,54,63,60,55,55,55,60,68,55,72,62,63,62,57,68,55,60,60,60,57,64,64,59,53,59,352
AWCXJK,2023,61,57,58,62,62,55,60,64,59,56,60,62,54,59,65,55,64,56,65,61,60,62,57,56,58,56,57,61,57,51,352
7VMYAY,2023,66,71,69,68,71,62,72,66,68,60,65,63,72,67,74,69,73,67,69,73,70,66,68,71,71,70,67,65,63,70,352
Y9ZEKH,2023,62,64,65,62,72,67,74,71,63,61,65,59,63,64,71,63,71,65,69,71,63,64,65,60,72,64,64,60,57,60,352
NDFZTH,2023,57,60,54,61,62,65,67,63,67,57,61,61,55,59,60,56,58,55,63,59,56,59,57,58,60,64,60,61,61,59,352
SCCF9K,2023,60,55,56,60,64,56,61,62,72,57,55,59,55,60,62,58,59,51,59,62,59,61,54,56,62,57,64,56,62,59,352
XC7UAD,2023,62,53,56,62,65,57,65,61,61,59,59,57,59,61,68,61,60,60,64,68,55,59,60,57,60,61,57,52,53,55,352
NK3AGP,2023,66,57,56,54,51,52,47,52,62,60,56,70,58,50,54,50,51,56,55,54,53,56,50,60,51,64,54,53,55,58,352
HFU9VA,2023,60,65,61,77,77,59,68,78,62,62,65,59,68,74,67,59,72,65,65,70,67,64,62,66,64,65,67,63,56,68,352
9LYBEC,2023,65,61,59,62,58,64,64,63,69,64,63,65,61,57,67,73,63,66,68,66,57,58,60,62,61,73,64,53,67,63,352
GYSF79,2023,63,64,60,68,70,62,64,67,69,65,66,60,63,68,64,62,65,66,68,71,64,66,63,68,79,64,64,59,62,60,352
NJPZFR,2023,62,60,57,65,68,60,65,64,59,49,61,62,58,64,70,59,63,60,68,71,63,60,61,59,68,60,63,60,57,57,352
Q3UUYJ,2023,57,61,60,64,66,64,69,64,67,62,58,58,60,68,64,58,62,58,62,66,60,61,60,63,61,61,64,56,57,59,352
7YBUBF,2023,62,64,64,55,69,56,60,61,61,55,69,59,61,55,71,57,63,58,62,64,62,67,64,59,63,60,60,66,64,63,352
QYNZL9,2023,67,70,72,66,70,60,68,67,72,68,64,74,66,61,71,62,74,65,67,78,68,68,66,67,67,73,65,64,62,73,352
QSTFG8,2023,64,61,74,58,64,55,64,60,61,60,65,60,59,58,66,53,74,57,62,64,59,65,70,58,61,63,57,69,59,61,352
AB7PV7,2023,61,63,63,69,62,59,67,63,61,57,58,63,64,68,69,71,69,73,67,65,61,63,62,67,63,62,66,56,66,65,352
LFWCZZ,2023,62,57,59,62,61,54,56,58,66,57,57,64,65,61,63,55,58,59,57,58,56,64,56,70,58,57,57,63,58,59,352
TUGLJP,2023,66,59,57,62,63,51,60,64,65,57,66,63,60,58,66,61,63,63,64,63,56,59,62,60,57,64,60,61,61,66,352
PBTRQ7,2023,62,63,69,59,70,62,64,66,61,60,64,60,60,60,71,56,70,65,60,68,64,65,69,63,70,61,63,65,59,65,352
3QSNJ9,2023,62,67,61,62,65,61,67,66,66,62,62,63,77,63,68,72,63,64,66,70,65,64,66,70,69,67,67,61,70,66,352
PKW3QE,2023,66,59,56,68,69,64,71,73,67,61,64,63,62,69,73,64,67,63,78,73,60,57,61,58,65,65,64,59,60,69,352
8BXN8S,2023,54,62,54,67,69,63,65,70,60,62,58,54,75,65,60,59,60,60,67,68,61,59,55,63,63,65,76,60,57,62,352
V3YWCF,2023,58,64,54,66,62,60,62,64,59,61,61,55,54,63,59,60,57,60,62,56,60,57,58,61,61,57,55,55,53,56,352
7CZELB,2023,67,65,64,69,66,66,63,68,84,65,68,66,66,65,66,61,62,62,70,73,67,75,61,67,63,69,69,58,69,70,352
UELZJH,2023,73,59,59,56,61,57,54,58,69,61,60,63,59,60,60,53,58,55,56,60,65,66,56,62,60,62,63,55,66,62,352
RSMWRF,2023,62,58,56,62,63,51,61,63,62,58,57,60,50,57,76,61,61,66,62,68,57,56,55,55,61,62,58,56,56,59,352
TTB8TR,2023,58,61,60,60,60,56,62,63,61,56,61,60,59,60,64,58,60,59,58,65,56,61,60,60,59,58,60,59,57,58,352
YGERZZ,2023,66,58,58,69,67,51,60,66,71,62,62,56,56,61,69,63,62,61,63,64,61,60,55,58,60,67,60,59,57,64,352
YAGKY8,2023,57,75,59,56,67,55,61,63,55,60,59,62,62,52,62,58,63,57,57,61,60,57,61,63,60,59,59,67,53,60,352
BHMDWZ,2023,58,72,56,64,66,58,67,65,57,55,60,60,62,60,63,68,63,65,65,63,65,57,58,60,61,59,58,67,55,60,352
CF7XLE,2023,55,58,56,59,55,58,61,58,60,56,56,55,56,61,61,67,61,58,62,60,60,60,56,61,55,56,56,58,69,58,352
PCCGNZ,2023,62,57,55,59,52,61,63,57,56,51,53,54,61,59,64,71,57,55,57,61,57,56,55,57,55,61,63,54,60,52,352
KZZWTS,2023,60,64,59,66,66,56,65,64,66,65,60,62,68,63,64,60,63,62,62,69,63,63,60,67,66,68,67,59,60,67,352
EFCLJK,2023,57,73,63,65,72,61,70,70,66,59,58,58,59,62,64,64,65,64,64,66,68,61,60,68,66,61,61,64,53,66,352
FCXLBD,2023,63,61,57,68,58,59,65,63,59,55,59,63,64,62,66,74,61,69,70,63,59,60,57,62,61,66,63,55,59,61,352
ASZXGR,2023,59,62,76,55,64,62,62,61,58,60,59,64,62,54,60,54,78,58,55,65,55,66,72,60,64,62,62,66,56,64,352
XUESF8,2023,59,63,65,61,61,52,68,61,60,58,53,56,61,62,65,63,69,61,59,64,61,59,60,66,67,60,57,62,61,64,352
PRQSGE,2023,53,69,53,62,57,54,57,59,55,51,56,56,60,59,60,60,56,59,62,59,64,56,57,59,55,54,58,64,53,53,352
VCUYP8,2023,63,69,66,65,68,55,58,67,73,69,65,65,62,63,61,53,68,57,61,67,70,68,69,67,66,63,62,62,64,72,352
KUHLLR,2023,70,63,77,74,66,71,64,68,71,63,65,65,67,69,66,61,74,63,73,74,67,72,64,67,63,72,72,73,69,75,352
LHRZQN,2023,64,59,62,65,72,61,73,73,63,67,63,60,64,65,70,60,75,66,63,72,65,65,66,64,67,65,62,59,56,66,352
8GP8NC,2023,61,59,57,59,59,44,50,54,69,62,58,56,57,58,59,48,52,51,52,57,66,62,48,57,55,60,62,58,69,55,352
8ZPQZT,2023,62,62,60,65,65,54,69,62,70,61,58,64,61,64,67,59,65,57,63,67,63,63,63,62,66,65,61,58,60,61,352
SJ9SYU,2023,63,64,58,65,62,54,60,58,62,59,61,61,61,66,63,60,62,63,57,61,66,63,57,62,60,64,59,59,57,56,352
HEMKVT,2023,63,64,59,67,77,60,69,72,64,64,63,59,73,68,69,64,68,67,66,73,68,65,62,68,72,64,65,61,59,65,352
XESUJG,2023,68,59,66,64,59,60,63,63,73,69,62,63,61,64,66,62,66,64,62,69,58,65,62,64,60,68,59,61,60,76,352
NVP7SV,2023,69,64,64,66,61,60,57,60,68,60,59,71,65,61,69,62,61,69,66,67,60,64,60,66,64,72,65,58,62,64,352
EVF7UB,2023,58,69,58,61,67,53,58,61,61,62,62,59,62,62,61,56,58,60,58,61,69,60,59,62,61,63,58,62,56,61,352
FHMWYE,2023,65,71,57,66,70,61,66,72,62,63,64,60,70,70,68,65,63,67,67,67,66,61,63,66,68,66,68,58,57,62,352
NKPZHR,2023,66,62,61,71,63,60,64,65,79,62,65,66,65,69,71,77,62,64,69,70,70,67,60,72,65,69,68,54,85,72,352
VDSBVW,2024,57,51,50,66,54,60,56,56,54,55,57,57,59,62,64,60,56,55,60,66,53,54,51,59,55,59,65,50,56,54,331
CKL3PC,2024,61,63,74,58,63,62,61,62,58,61,61,63,63,56,63,54,75,62,57,64,58,64,67,62,65,65,60,65,59,65,331
TPZ39S,2024,67,61,59,66,69,59,63,67,75,61,63,64,59,62,67,58,61,59,66,66,61,64,57,59,61,68,61,57,60,62,331
ZKSLMP,2024,61,65,60,67,58,66,64,60,59,58,56,65,66,62,69,71,61,65,66,68,58,59,60,60,64,73,69,57,61,59,331
CXR7CA,2024,65,67,59,72,71,60,68,71,65,62,64,63,73,70,71,66,65,70,73,76,67,64,61,69,71,69,74,61,61,66,331
JRCZ3Y,2024,61,57,55,60,53,60,59,54,65,60,54,65,51,55,61,59,56,61,58,64,57,60,56,58,56,64,59,53,57,55,331
